raw_sentence,tag,cleaned_sentence
"ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ? 
",negative,ice age posit a heretofore unfathomable question be it possible for computer generate character to go through the motion
"an incoherent jumble of a film that's rarely as entertaining as it could have been . 
",negative,an incoherent jumble of a film that be rarely as entertaining as it could have be
" . . . they missed the boat . 
",negative,they miss the boat
"more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat . 
",negative,more dutiful than enchanting terribly episodic and lack the spark of imagination that might have make it an exhilarating treat
"laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it's extremely hard to relate to any of the characters . 
",negative,laconic and very stilted in its dialogue this indie flick never find its audience probably because it be extremely hard to relate to any of the character
"the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience . 
",negative,the comedy death to smoochy be a rancorous curiosity a movie without an apparent audience
"barney's ideas about creation and identity don't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour's worth of actual material . 
",negative,barney  idea about creation and identity do not really seem all that profound at least by way of what can be glean from this three hour endurance test build around an hour  worth of actual material
"affleck merely creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority . 
",negative,affleck merely create an outline for a role he still need to grow into a role that ford effortlessly fill with authority
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time . 
",negative,cinematic pyrotechnic aside the only thing avary seem to care about be mean giggle and pulchritude it make sense that he go back to school to check out the girl his film be a frat boy  idea of a good time
"the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys . 
",negative,the narrative be so consistently unimaginative that probably the only way to have save the film be with the aid of those wisecracking mystery science theater 3000 guy
"nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows . 
",negative,nothing more or less than an outright bodice ripper it should have ditch the artsy pretension and revel in the entertaining shallow
